GBIR6967-15;Emberiza impetuani impetuani
KFIP001-07;Charadrius alexandrinus
KFIP005-07;Sittiparus varius
KFIP012-07;Lanius bucephalus
KFIP017-07;Sittiparus varius
KFIP024-07;Dendrocopos major
KFIP027-07;Periparus ater
KFIP028-07;Dendrocopos major
KFIP029-07;Periparus ater
KFIP036-07;Charadrius alexandrinus
KFIP037-07;Calidris ruficollis
KFIP040-07;Calidris ruficollis
KFIP041-07;Calidris ruficollis
KFIP046-07;Charadrius alexandrinus
KFIP047-07;Calidris ruficollis
KFIP048-07;Charadrius alexandrinus
KFIP051-07;Poecile palustris
KFIP057-07;Lanius bucephalus
KFIP059-07;Sittiparus varius
KFIP060-07;Sittiparus varius
KFIP062-07;Charadrius mongolus
KFIP063-07;Lanius bucephalus
KFIP064-07;Charadrius mongolus
KFIP067-07;Lanius bucephalus
KFIP072-07;Charadrius mongolus
KFIP077-07;Poecile palustris
KKB004-05;Falco femoralis
KKBNA011-04;Poecile hudsonicus
KKBNA013-04;Phalacrocorax pelagicus
KKBNA015-04;Phalacrocorax pelagicus
KKBNA016-04;Streptopelia roseogrisea
KKBNA017-04;Streptopelia roseogrisea
KKBNA018-04;Streptopelia roseogrisea
KKBNA020-04;Colaptes auratus
KKBNA027-04;Morus bassanus
KKBNA028-04;Morus bassanus
KKBNA029-04;Morus bassanus
KKBNA060-04;Pelecanus erythrorhynchos
KKBNA061-04;Pelecanus erythrorhynchos
KKBNA070-04;Pelecanus thagus
KKBNA076-04;Oceanodroma leucorhoa
KKBNA082-04;Sphyrapicus varius
KKBNA083-04;Sphyrapicus varius
KKBNA109-04;Passer domesticus
KKBNA124-04;Sturnus vulgaris
KKBNA125-04;Sturnus vulgaris
KKBNA139-04;Chroicocephalus philadelphia
KKBNA149-04;Chlidonias niger
KKBNA179-05;Aeronautes saxatalis
KKBNA181-05;Anous stolidus
KKBNA186-05;Charadrius morinellus
KKBNA187-05;Chloroceryle americana
KKBNA189-05;Coccyzus minor
KKBNA190-05;Coereba flaveola
KKBNA191-05;Columbina passerina
KKBNA197-05;Fulica americana
KKBNA200-05;Larus fuscus
KKBNA201-05;Anous minutus
KKBNA209-05;Nyctidromus albicollis
KKBNA216-05;Poecile gambeli
KKBNA217-05;Poecile rufescens
KKBNA226-05;Sphyrapicus ruber
KKBNA229-05;Thalasseus sandvicensis
KKBNA241-05;Melanerpes lewis
KKBNA265-05;Rissa tridactyla
KKBNA266-05;Rissa tridactyla
KKBNA271-05;Phalacrocorax pelagicus
KKBNA272-05;Phalacrocorax pelagicus
KKBNA275-05;Rissa tridactyla
KKBNA286-05;Onychoprion aleuticus
KKBNA292-05;Phalacrocorax carbo
KKBNA298-05;Phalacrocorax penicillatus
KKBNA299-05;Phalacrocorax penicillatus
KKBNA300-05;Phalacrocorax penicillatus
KKBNA314-05;Poecile cinctus
KKBNA323-05;Poecile rufescens
KKBNA324-05;Poecile rufescens
KKBNA341-05;Chloroceryle americana
KKBNA344-05;Columbina passerina
KKBNA345-05;Columbina passerina
KKBNA346-05;Nyctidromus albicollis
KKBNA359-05;Chloroceryle americana
KKBNA360-05;Columbina inca
KKBNA362-05;Nyctidromus albicollis
KKBNA363-05;Chloroceryle americana
KKBNA364-05;Phalacrocorax brasilianus
KKBNA365-05;Megaceryle torquata
KKBNA366-05;Megaceryle torquata
KKBNA371-05;Columbina inca
KKBNA375-05;Sphyrapicus nuchalis
KKBNA377-05;Fulica americana
KKBNA379-05;Fregata magnificens
KKBNA383-05;Columbina passerina
KKBNA385-05;Chaetura vauxi
KKBNA388-05;Selasphorus calliope
KKBNA391-05;Sphyrapicus nuchalis
KKBNA396-05;Sphyrapicus thyroideus
KKBNA401-05;Poecile gambeli
KKBNA402-05;Poecile gambeli
KKBNA406-05;Oreoscoptes montanus
KKBNA408-05;Oreoscoptes montanus
KKBNA418-05;Sphyrapicus ruber
KKBNA423-05;Eudocimus albus
KKBNA445-05;Nyctidromus albicollis
KKBNA446-05;Crotophaga ani
KKBNA449-05;Phalacrocorax carbo
KKBNA457-05;Poecile gambeli
KKBNA460-05;Coereba flaveola
KKBNA461-05;Coereba flaveola
KKBNA462-05;Coereba flaveola
KKBNA463-05;Nyctidromus albicollis
KKBNA469-05;Phalacrocorax pelagicus
KKBNA470-05;Thalasseus maximus
KKBNA471-05;Eudocimus albus
KKBNA472-05;Thalasseus sandvicensis
KKBNA476-05;Sphyrapicus thyroideus
KKBNA477-05;Sphyrapicus nuchalis
KKBNA480-05;Poecile gambeli
KKBNA494-05;Nyctidromus albicollis
KKBNA497-05;Sphyrapicus nuchalis
KKBNA508-05;Poecile rufescens
KKBNA509-05;Poecile rufescens
KKBNA515-05;Sphyrapicus thyroideus
KKBNA517-05;Sphyrapicus ruber
KKBNA520-05;Eudocimus albus
KKBNA527-05;Rissa tridactyla
KKBNA532-05;Thalasseus sandvicensis
KKBNA533-05;Thalasseus sandvicensis
KKBNA537-05;Crotophaga ani
KKBNA539-05;Phalacrocorax pelagicus
KKBNA544-05;Phalaenoptilus nuttallii
KKBNA554-05;Phalaenoptilus nuttallii
KKBNA560-05;Sphyrapicus ruber
KKBNA561-05;Melanerpes formicivorus
KKBNA562-05;Melanerpes formicivorus
KKBNA564-05;Dryobates nuttallii
KKBNA565-05;Dryobates nuttallii
KKBNA566-05;Melanerpes formicivorus
KKBNA576-05;Fulica americana
KKBNA578-05;Poecile rufescens
KKBNA583-05;Sphyrapicus nuchalis
KKBNA584-05;Sphyrapicus thyroideus
KKBNA590-05;Sphyrapicus ruber
KKBNA603-05;Sphyrapicus thyroideus
KKBNA604-05;Colaptes auratus
KKBNA605-05;Pagophila eburnea
KKBNA613-05;Coereba flaveola
KKBNA614-05;Coereba flaveola
KKBNA628-05;Thalasseus elegans
KKBNA629-05;Thalasseus elegans
KKBNA630-05;Thalasseus elegans
KKBNA631-05;Thalasseus elegans
KKBNA632-05;Thalasseus elegans
KKBNA634-05;Melanerpes lewis
KKBNA636-05;Gelochelidon nilotica
KKBNA648-05;Phalaenoptilus nuttallii
KKBNA649-05;Phalaenoptilus nuttallii
KKBNA650-05;Phalaenoptilus nuttallii
KKBNA654-05;Onychoprion aleuticus
KKBNA655-05;Onychoprion aleuticus
KKBNA656-05;Onychoprion aleuticus
KKBNA657-05;Onychoprion aleuticus
KKBNA679-05;Dryobates scalaris
KKBNA680-05;Dryobates scalaris
KKBNA695-05;Baeolophus ridgwayi
KKBNA698-05;Melanerpes lewis
KKBNA705-05;Gelochelidon nilotica
KKBNA731-05;Poecile cinctus
KKBNA734-05;Melanerpes lewis
KKBNA735-05;Chaetura vauxi
KKBNA736-05;Chaetura vauxi
KKBNA740-05;Melanerpes lewis
KKBNA753-05;Phalacrocorax pelagicus
KKBNA757-05;Oreoscoptes montanus
KKBNA758-05;Oreoscoptes montanus
KKBNA759-05;Oreoscoptes montanus
KKBNA761-05;Melanerpes formicivorus
KKBNA762-05;Melanerpes formicivorus
KKBNA767-05;Eudocimus albus
KKBNA804-05;Catharus bicknelli
KKBNA805-05;Catharus bicknelli
KKBNA806-05;Catharus bicknelli
KKBNA807-05;Catharus bicknelli
KKBNA808-05;Catharus bicknelli
KKBNA809-05;Catharus bicknelli
KKBNA810-05;Catharus bicknelli
KKBNA811-05;Catharus bicknelli
KKBNA813-05;Catharus bicknelli
KKBNA816-05;Nyctidromus albicollis
KKBNA828-05;Columbina inca
KKBNA829-05;Columbina passerina
KKBNA832-05;Columbina passerina
KKBNA848-05;Columbina inca
KKBNA849-05;Columbina inca
KKBNA850-05;Leptotila verreauxi
KKBNA854-05;Chloroceryle americana
KKBNA855-05;Nyctidromus albicollis
KKBNA860-05;Nyctidromus albicollis
KKBNA861-05;Nyctidromus albicollis
KKBNA862-05;Columbina passerina
KKBNA863-05;Leptotila verreauxi
KKBNA866-05;Columbina passerina
KKBNA868-05;Patagioenas flavirostris
KKBNA870-05;Nyctidromus albicollis
KKBNA871-05;Nyctidromus albicollis
KKBNA875-05;Coereba flaveola
KKBNA877-05;Dryobates pubescens
KKBNA893-05;Botaurus lentiginosus
KKBNA897-05;Ixobrychus exilis
KKBNA898-05;Ixobrychus exilis
KKBNA906-05;Selasphorus rufus
KKBNA909-05;Sterna hirundo
KKBNA910-05;Sterna hirundo
KKBNA938-05;Coccyzus americanus
KKBNA944-05;Picoides dorsalis
KKBNA945-05;Picoides dorsalis
KKBNA946-05;Picoides dorsalis
KKBNA947-05;Patagioenas fasciata
KKBNA948-05;Patagioenas fasciata
KKBNA950-05;Amazilia yucatanensis
KKBNA953-05;Grus americana
KKBNA954-05;Grus americana
KKBNA956-05;Grus americana
KKBNA958-05;Selasphorus platycercus
KKBNA959-05;Selasphorus calliope
KKBNA960-05;Selasphorus calliope
KKBNA970-05;Catharus guttatus
KKBNA971-05;Catharus guttatus
KKBNA972-05;Catharus guttatus
KKBNA973-05;Catharus guttatus
KKBNA974-05;Catharus guttatus
KKBNA975-05;Catharus guttatus
KKBNA976-05;Catharus guttatus
KKBNA983-06;Patagioenas flavirostris
KKBNA985-06;Crotophaga sulcirostris
KKBNA986-06;Crotophaga sulcirostris
KKBNA988-06;Crotophaga sulcirostris
KKBNA993-06;Phalacrocorax pelagicus
KKBNA994-06;Phalacrocorax pelagicus
KKBNA995-06;Phalacrocorax urile
KKBNA996-06;Phalacrocorax urile
KKBNA997-06;Phalacrocorax urile
KKBNA998-06;Phalacrocorax urile
KKBNA999-06;Phalacrocorax urile
KPARG007-08;Furnarius rufus
KPARG008-08;Lurocalis semitorquatus
KPARG009-08;Procnias nudicollis
KPARG010-08;Bubulcus ibis
KPARG012-08;Turdus rufiventris
KPARG022-08;Syndactyla rufosuperciliata
KPARG024-08;Syndactyla rufosuperciliata
KPARG035-08;Picumnus cirratus
KPARG037-08;Syndactyla rufosuperciliata
KPARG042-08;Cinclodes fuscus
KPARG045-08;Asthenes modesta
KPARG046-08;Turdus amaurochalinus
KPARG047-08;Furnarius rufus
KPARG052-08;Furnarius rufus
KPARG053-08;Turdus rufiventris
KPARG054-08;Phacellodomus ruber
KPARG065-08;Cinclodes fuscus
KPARG066-08;Turdus rufiventris
KPARG068-08;Leptotila verreauxi
KPARG069-08;Colaptes campestris
KPARG071-08;Picumnus cirratus
KPARG072-08;Turdus amaurochalinus
KPARG073-08;Thamnophilus caerulescens
KPARG075-08;Psittacara leucophthalmus
KPARG082-08;Leptotila verreauxi
KPARG086-08;Colaptes melanochloros
KPARG089-08;Turdus rufiventris
KPARG094-08;Furnarius rufus
KPARG097-08;Tinamus solitarius
KPARG099-08;Selenidera maculirostris
KPARG100-08;Porphyrio martinica
KPARG102-08;Colaptes melanochloros
KPARG103-08;Picumnus cirratus
KPARG104-08;Thamnophilus ruficapillus
KPARG107-08;Phleocryptes melanops
KPARG109-08;Spheniscus magellanicus
KPARG110-08;Spheniscus magellanicus
KPARG111-08;Spheniscus magellanicus
KPARG112-08;Leucocarbo atriceps
KPARG117-08;Milvago chimachima
KPARG118-08;Colaptes melanochloros
KPARG124-08;Turdus amaurochalinus
KPARG125-08;Turdus amaurochalinus
KPARG130-08;Piculus chrysochloros
KPARG132-08;Amazona aestiva
KPARG134-08;Psittacara leucophthalmus
KPARG135-08;Ciconia maguari
KPARG138-08;Nycticorax nycticorax
KPARG142-08;Anhinga anhinga
KPARG145-08;Ramphastos toco
KPARG146-08;Piculus chrysochloros
KPARG148-08;Botaurus pinnatus
KPARG149-08;Ardea cocoi
KPARG155-08;Anhinga anhinga
KPARG158-08;Ciconia maguari
KPARG165-08;Chamaeza campanisona
KPARG173-08;Leptasthenura aegithaloides
KPARG184-08;Leptasthenura aegithaloides
KPARG189-08;Melanerpes cactorum
KPARG191-08;Phacellodomus ruber
KPARG192-08;Veniliornis mixtus
KPARG205-08;Leptasthenura platensis
KPARG208-08;Nothura maculosa
KPARG210-08;Rhynchotus maculicollis
KPARG211-08;Nothoprocta cinerascens
KPARG212-08;Nothoprocta ornata
KPARG213-08;Nothoprocta ornata
KPARG214-08;Nothoprocta ornata
KPARG215-08;Nothoprocta cinerascens
KPARG216-08;Nothoprocta cinerascens
KPARG217-08;Nothoprocta pentlandii
KPARG218-08;Nothoprocta pentlandii
KPARG219-08;Nothoprocta pentlandii
KPARG220-08;Nothoprocta ornata
KPARG221-08;Nothoprocta pentlandii
KPARG222-08;Nothoprocta pentlandii
KPARG226-08;Colaptes pitius
KPARG231-08;Aramides ypecaha
KPARG232-08;Sterna paradisaea
KPARG241-08;Amazilia versicolor
KPARG244-08;Philydor atricapillus
KPARG251-08;Coereba flaveola
KPARG252-08;Thamnophilus caerulescens
KPARG253-08;Thamnophilus caerulescens
KPARG254-08;Turdus albicollis
KPARG255-08;Nyctidromus albicollis
KPARG256-08;Pyriglena leucoptera
KPARG258-08;Thamnophilus caerulescens
KPARG261-08;Anabacerthia lichtensteini
KPARG278-08;Megaceryle torquata
KPARG292-08;Phaethornis eurynome
KPARG294-08;Lochmias nematura
KPARG295-08;Ramphastos dicolorus
KPARG296-08;Lochmias nematura
KPARG303-08;Sterna hirundinacea
KPARG304-08;Sterna hirundinacea
KPARG305-08;Calidris bairdii
KPARG306-08;Oreopholus ruficollis
KPARG307-08;Furnarius rufus
KPARG310-08;Sterna hirundinacea
KPARG311-08;Nothura darwinii
KPARG312-08;Nothura darwinii
KPARG316-08;Coscoroba coscoroba
KPARG321-08;Oceanites oceanicus
KPARG323-08;Ramphastos toco
KPARG324-08;Micrastur ruficollis
KPARG325-08;Passer domesticus
KPARG328-08;Leucochloris albicollis
KPARG331-08;Nothoprocta pentlandii
KPARG332-08;Leucochloris albicollis
KPARG333-08;Leucochloris albicollis
KPARG334-08;Turdus rufiventris
KPARG336-08;Amazona vinacea
KPARG339-08;Philydor rufum
KPARG340-08;Megaceryle torquata
KPARG343-08;Baryphthengus ruficapillus
KPARG344-08;Piaya cayana
KPARG347-08;Columbina picui
KPARG371-08;Leucocarbo atriceps
KPARG372-08;Eudyptes chrysocome
KPARG377-08;Cyanoliseus patagonus
KPARG378-08;Cyanoliseus patagonus
KPARG379-08;Cyanoliseus patagonus
KPARG382-08;Theristicus melanopis
KPARG389-08;Scytalopus magellanicus
KPARG392-08;Asthenes baeri
KPARG395-08;Vanellus chilensis
KPARG399-08;Phalacrocorax brasilianus
KPARG402-08;Cypseloides rothschildi
KPARG418-08;Fulica rufifrons
KPARG419-08;Plegadis chihi
KPARG420-08;Plegadis chihi
KPARG422-08;Fulica leucoptera
KPARG446-08;Chroicocephalus maculipennis
KPARG448-08;Chroicocephalus maculipennis
KPARG449-08;Sturnus vulgaris
KPARG450-08;Sturnus vulgaris
KPARG452-08;Ortalis canicollis
KPARG453-08;Ortalis canicollis
KPARG455-08;Chauna torquata
KPARG460-08;Tinamus solitarius
KPARG461-08;Tinamus solitarius
KPARG462-08;Ramphastos dicolorus
KPARG463-08;Amazona aestiva
KPARG464-08;Penelope superciliaris
KPARG467-08;Ara chloropterus
KPARG471-08;Turdus albicollis
KPARG473-08;Turdus albicollis
KPARG474-08;Turdus rufiventris
KPARG475-08;Turdus albicollis
KPARG489-08;Syndactyla rufosuperciliata
KPARG490-08;Thamnophilus caerulescens
KPARG493-08;Turdus amaurochalinus
KPARG501-08;Aramides saracura
KPARG512-08;Selenidera maculirostris
KPARG513-08;Leucocarbo atriceps
KPARG514-08;Leucocarbo atriceps
KPARG515-08;Phalacrocorax magellanicus
KPARG516-08;Leucocarbo atriceps
KPARG517-08;Leucocarbo atriceps
KPARG518-08;Leucocarbo atriceps
KPARG519-08;Leucocarbo atriceps
KPARG520-08;Leucocarbo atriceps
KPARG521-08;Leucocarbo atriceps
KPARG522-08;Leucocarbo atriceps
KPARG523-08;Leucocarbo atriceps
KPARG525-08;Turdus albicollis
KPARG528-08;Turdus albicollis
KPARG529-08;Turdus albicollis
KPARG534-08;Dysithamnus mentalis
KPARG536-08;Automolus leucophthalmus
KPARG544-08;Leptotila verreauxi
KPARG545-08;Synallaxis frontalis
KPARG550-08;Dysithamnus mentalis
KPARG551-08;Dysithamnus mentalis
KPARG552-08;Picumnus temminckii
KPARG598-09;Thamnophilus caerulescens
KPARG630-09;Thamnophilus caerulescens
KPARG635-09;Thamnophilus caerulescens
LBARG101-10;Colaptes melanochloros
LBARG136-10;Turdus falcklandii
LBARG154-10;Turdus falcklandii
LBARG166-10;Colaptes melanochloros
LBARG288-10;Thamnophilus caerulescens
LBARG565-11;Thamnophilus caerulescens
LBARG612-11;Thamnophilus caerulescens
LBARG613-11;Thamnophilus caerulescens
LGEMA056-07;Melanopareia torquata
LGEMA074-07;Tiaris fuliginosus
LGEMA109-07;Coereba flaveola
LGEMA186-07;Phoenicircus nigricollis
LGEMA325-07;Baryphthengus ruficapillus
LGEMA347-08;Ancistrops strigilatus
LGEMA362-08;Antrostomus rufus
LGEMA391-08;Drymophila squamata
LGEMA400-08;Formicivora grisea
LGEMA402-08;Formicivora rufa
LGEMA407-08;Glyphorynchus spirurus
LGEMA415-08;Heliobletus contaminatus
LGEMA423-08;Hylexetastes perrotii
LGEMA426-08;Automolus subulatus
LGEMA488-08;Nyctidromus albicollis
LGEMA504-08;Philydor erythrocercum
LGEMA506-08;Phlegopsis nigromaculata
LGEMA531-08;Psilorhamphus guttatus
LGEMA543-08;Phlegopsis borbae
LGEMA544-08;Phlegopsis borbae
LGEMA552-08;Taraba major
LGEMA557-08;Thalurania furcata
LGEMA558-08;Thamnomanes caesius
LGEMA559-08;Thamnomanes caesius
LGEMA565-08;Thamnophilus aethiops
LGEMA579-08;Turdus leucomelas
LGEMA588-08;Xenops rutilans
MIUTH018-13;Vanellus indicus
MIUTH019-13;Pterocles alchata
MNCN178-08;Chloroceryle aenea
MNCN183-08;Xenops minutus
MNCN203-08;Thamnomanes ardesiacus
MNCN301-08;Thalurania colombica fannyae
MNCN552-08;Glaucis hirsutus
MNCN563-08;Glyphorynchus spirurus
MNCN725-08;Thamnomanes ardesiacus
MNCN733-08;Thamnomanes ardesiacus
MOBIL1111-15;Gallus gallus
NLAVE019-11;Larus fuscus
NLAVE024-11;Alcedo atthis
NLAVE027-11;Periparus ater
NLAVE028-11;Larus hyperboreus
NLAVE029-11;Turdus torquatus
NLAVE037-11;Falco subbuteo
NLAVE038-11;Falco subbuteo
NLAVE044-11;Turdus merula
NLAVE045-11;Turdus merula
NLAVE046-11;Turdus torquatus
NLAVE051-11;Lophophanes cristatus
NLAVE054-11;Calidris pugnax
NLAVE057-11;Phoenicopterus chilensis
NLAVE060-11;Thalassoica antarctica
NLAVE061-11;Thalassoica antarctica
NLAVE062-11;Thalassoica antarctica
NLAVE073-11;Ardea herodias
NLAVE077-11;Pluvialis dominica
NLAVE080-11;Falco sparverius
NLAVE081-11;Megaceryle alcyon
NLAVE091-11;Periparus ater
NLAVE092-11;Periparus ater
NLAVE093-11;Poecile palustris
NLAVE120-11;Jynx torquilla
NLAVE131-11;Alcedo atthis
NLAVE132-11;Alcedo atthis
NLAVE135-11;Turdus merula
NLAVE166-11;Pluvialis apricaria
NLAVE167-11;Pluvialis apricaria
NLAVE168-11;Pluvialis apricaria
NLAVE194-11;Falco subbuteo
NLAVE195-11;Falco subbuteo
NLAVE202-11;Calidris pugnax
NLAVE229-11;Turdus iliacus
NLAVE238-11;Falco tinnunculus
NLAVE240-11;Patagioenas squamosa
NLAVE244-11;Jynx torquilla
NLAVE250-11;Turdus torquatus
NLAVE251-11;Turdus torquatus
NLAVE252-11;Turdus torquatus
NLAVE257-11;Calidris alpina
NLAVE275-11;Picus viridis
NLAVE276-11;Picus viridis
NLAVE277-11;Picus viridis
NLAVE278-11;Picus viridis
NLAVE279-11;Picus viridis
NLAVE288-11;Turdus merula
NLAVE289-11;Turdus merula
NLAVE290-11;Turdus merula
NLAVE291-11;Turdus merula
NLAVE292-11;Turdus merula
NLAVE307-11;Falco tinnunculus
NLAVE309-11;Falco tinnunculus
NLAVE311-11;Streptopelia turtur
NLAVE320-11;Dryocopus martius
NLAVE323-11;Falco vespertinus
NLAVE334-11;Vanellus vanellus
NLAVE336-11;Vanellus vanellus
NLAVE337-11;Vanellus vanellus
NLAVE338-11;Vanellus vanellus
NLAVE346-11;Parus major
NLAVE349-11;Passer domesticus
NLAVE372-11;Sternula albifrons
NLAVE374-11;Larus michahellis
NLAVE377-11;Falco tinnunculus
NLAVE378-11;Falco tinnunculus
NLAVE380-11;Falco subbuteo
NLAVE388-11;Passer montanus
NLAVE389-11;Passer montanus
NLAVE390-11;Passer montanus
NLAVE406-11;Alcedo atthis
NLAVE409-11;Falco peregrinus
NLAVE422-11;Larus argentatus
NLAVE423-11;Streptopelia decaocto
NLAVE435-11;Cyanistes caeruleus
NLAVE441-11;Passer montanus
NLAVE444-11;Lanius collurio
NLAVE459-11;Turdus viscivorus
NLAVE467-11;Passer domesticus
NLAVE475-11;Cuculus canorus
NLAVE480-11;Turdus torquatus
NLAVE487-11;Poecile palustris
NPARR311-08;Amazona festiva
NZCOI002-08;Chroicocephalus novaehollandiae scopulinus
NZCOI003-08;Chroicocephalus novaehollandiae scopulinus
NZCOI004-08;Chroicocephalus novaehollandiae scopulinus
NZCOI005-08;Chroicocephalus novaehollandiae scopulinus
NZCOI006-08;Chroicocephalus novaehollandiae scopulinus
NZCOI007-08;Chroicocephalus novaehollandiae scopulinus
NZCOI008-08;Chroicocephalus novaehollandiae scopulinus
NZCOI009-08;Chroicocephalus novaehollandiae scopulinus
NZCOI010-08;Chroicocephalus novaehollandiae scopulinus
NZCOI011-08;Chroicocephalus novaehollandiae scopulinus
NZCOI030-08;Thinornis novaeseelandiae
NZCOI031-08;Thinornis novaeseelandiae
NZCOI032-08;Thinornis novaeseelandiae
NZCOI033-08;Thinornis novaeseelandiae
NZCOI034-08;Thinornis novaeseelandiae
NZCOI035-08;Thinornis novaeseelandiae
NZCOI036-08;Thinornis novaeseelandiae
NZCOI037-08;Porphyrio melanotus
NZCOI038-08;Porphyrio melanotus
NZCOI039-08;Porphyrio melanotus
NZCOI040-08;Porphyrio melanotus
NZCOI041-08;Porphyrio melanotus
NZCOI042-08;Porphyrio melanotus
NZCOI043-08;Porphyrio melanotus
NZCOI044-08;Porphyrio melanotus
NZCOI045-08;Porphyrio melanotus
NZCOI046-08;Porphyrio melanotus
NZCOI047-08;Porphyrio mantelli
NZCOI048-08;Porphyrio mantelli
NZCOI049-08;Cyanoramphus novaezelandiae
NZCOI055-08;Cyanoramphus unicolor
NZCOI057-08;Nestor meridionalis
NZCOI058-08;Nestor meridionalis
NZCOI059-08;Nestor meridionalis
NZCOI060-08;Nestor meridionalis
NZCOI061-08;Nestor meridionalis
NZCOI062-08;Nestor meridionalis
NZCOI070-08;Apteryx mantelli
NZCOI071-08;Apteryx rowi
NZCOI072-08;Apteryx australis
NZCOI073-08;Apteryx haastii
NZCOI074-08;Apteryx owenii
NZCOI078-08;Falco novaeseelandiae
NZCOI079-08;Falco novaeseelandiae
NZCOI080-08;Falco novaeseelandiae
NZCOI081-08;Falco novaeseelandiae
NZCOI082-08;Falco novaeseelandiae
NZCOI083-08;Falco novaeseelandiae
NZCOI084-08;Falco novaeseelandiae
NZCOI085-08;Falco novaeseelandiae
NZCOI086-08;Falco novaeseelandiae
NZCOI094-08;Turdus merula
NZCOI095-08;Turdus merula
NZCOI098-08;Sternula nereis
NZCOI116-08;Megadyptes antipodes
NZCOI125-08;Todiramphus sanctus
NZCOI126-08;Todiramphus sanctus
NZCOI127-08;Todiramphus sanctus
NZCOI128-08;Todiramphus sanctus
NZCOI141-08;Charadrius bicinctus
NZCOI142-08;Charadrius bicinctus
NZCOI148-08;Eudyptes pachyrhynchus
NZCOI150-08;Gallus gallus
NZCOI153-08;Larus dominicanus
NZCOI154-08;Larus dominicanus
NZCOI158-08;Sterna striata
NZCOI160-08;Pygoscelis adeliae
NZCOI161-08;Pygoscelis adeliae
NZCOI162-08;Pygoscelis adeliae
NZCOI163-08;Pygoscelis adeliae
NZCOI164-08;Pygoscelis adeliae
NZCOI166-08;Pygoscelis adeliae
NZCOI167-08;Pygoscelis adeliae
NZCOI169-08;Pygoscelis adeliae
NZCOI190-08;Strigops habroptila
NZCOI191-08;Eudyptes pachyrhynchus
NZCOI192-08;Eudyptes pachyrhynchus
NZCOI196-08;Eudyptes pachyrhynchus
NZCOI197-08;Eudyptes pachyrhynchus
NZCOI198-08;Eudyptes pachyrhynchus
NZCOI199-08;Eudyptes pachyrhynchus
NZCOI210-08;Eudyptes chrysocome
NZCOI211-08;Eudyptes chrysocome
NZCOI212-08;Eudyptes chrysocome
NZCOI213-08;Eudyptes chrysocome
NZCOI230-08;Nestor meridionalis
NZCOI250-08;Megadyptes antipodes
NZCOI251-08;Megadyptes antipodes
NZCOI252-08;Megadyptes antipodes
NZCOI253-08;Megadyptes antipodes
NZCOI254-08;Megadyptes antipodes
NZCOI255-09;Fulica atra
NZCOI256-09;Porzana tabuensis
NZCOI257-09;Gallirallus philippensis
NZCOI258-09;Gallirallus philippensis
NZCOI259-09;Gallirallus australis
NZCOI260-09;Porphyrio mantelli
NZCOI264-09;Branta canadensis
NZCOI265-09;Branta canadensis
NZCOI266-09;Branta canadensis
NZCOI267-09;Branta canadensis
NZCOI268-09;Branta canadensis
NZCOI269-09;Branta canadensis
NZCOI270-09;Branta canadensis
NZCOI284-09;Acridotheres tristis
NZCOI287-09;Turdus merula
NZCOI288-09;Turdus merula
NZCOI289-09;Turdus merula
NZCOI294-09;Turdus philomelos
NZCOI337-09;Passer domesticus
NZCOI338-09;Passer domesticus
NZCOI339-09;Passer domesticus
NZCOI341-09;Sturnus vulgaris
NZCOI342-09;Sturnus vulgaris
NZCOI343-09;Sturnus vulgaris
NZCOI349-09;Hemiphaga novaeseelandiae
NZCOI350-09;Eudyptula minor
NZCOI351-09;Eudyptula minor
NZCOI352-09;Eudyptes pachyrhynchus
NZCOI353-09;Eudyptes pachyrhynchus
NZCOI354-09;Eudyptes sclateri
NZCOI355-09;Megadyptes antipodes
NZCOI356-09;Eudyptes robustus
NZCOI361-09;Urodynamis taitensis
NZCOI362-09;Chrysococcyx lucidus
NZCOI363-09;Chrysococcyx lucidus
NZCOI364-09;Botaurus poiciloptilus
NZCOI365-09;Botaurus poiciloptilus
NZCOI366-09;Egretta novaehollandiae
NZCOI367-09;Platalea regia
NZCOI368-09;Anarhynchus frontalis
NZCOI369-09;Vanellus miles
NZCOI370-09;Charadrius bicinctus
NZCOI381-09;Calidris canutus
